"TrialNum","Onset","TrueOns","Cond","Sentence","Resp","RT","correct","subind","runnum","cond_type","first","correct_first","group_num"
23,268.09,268.11,3,"A fence was jumped by a horse.","sense",4.03958492039,1,"1697_1_third","2","passive_s",1,1,7
24,280.16,280.18,1,"A driver honked at the walker.","nonsense",5.52316973331,0,"1697_1_third","2","active_s",1,0,7
25,296.87,296.89,4,"The woman was pulled by a nut.","nonsense",4.47088294701,1,"1697_1_third","2","passive_ns",1,1,7
26,312.85,312.86,2,"The rabbit bought the worker.","nonsense",4.28140478757,1,"1697_1_third","2","active_ns",1,1,7
27,330.61,330.62,4,"Iron was chased by the bee.","nonsense",3.94189233186,1,"1697_1_third","2","passive_ns",1,1,7
28,343.48,343.5,1,"The aunt walked on the boat.","sense",7.53807201267,1,"1697_1_third","2","active_s",1,1,7
29,360.32,360.34,4,"A ball was prepared by glass.","nonsense",4.16250541312,1,"1697_1_third","2","passive_ns",1,1,7
30,370.6,370.63,2,"The money counted the singer.","nonsense",3.35180063282,1,"1697_1_third","2","active_ns",1,1,7
31,381.02,381.04,4,"Sugar was moved by the sock.","nonsense",3.26745553339,1,"1697_1_third","2","passive_ns",1,1,7
0,0,0.05,1,"The friend borrowed a book.","sense",2.6921380954,1,"1697_1_third","3","active_s",1,1,7
1,10.16,10.17,2,"The seed raised a turtle.","nonsense",3.29181299212,1,"1697_1_third","3","active_ns",1,1,7
2,25.97,25.98,3,"A barn was built by the uncle.","sense",2.92630333701,1,"1697_1_third","3","passive_s",1,1,7
3,40.97,40.99,3,"A snake was caught by a girl.","sense",4.21305249383,1,"1697_1_third","3","passive_s",1,1,7
4,53.69,53.71,2,"The soap tasted the monkey.","sense",4.67754874969,0,"1697_1_third","3","active_ns",1,0,7
5,64.57,64.59,3,"Money was won by a team.","sense",4.8505066206,1,"1697_1_third","3","passive_s",1,1,7
6,75.24,75.26,4,"A worm was jumped by a dress.","nonsense",5.58562686298,1,"1697_1_third","3","passive_ns",1,1,7
7,86.91,86.93,1,"The mother shopped at the store.","sense",4.5361074848,1,"1697_1_third","3","active_s",1,1,7
8,103.03,103.05,2,"A rope listened to the salt.","nonsense",4.76830780343,2,"1697_1_third","3","active_ns",1,0,7
8,103.03,103.05,2,"A rope listened to the salt.","nonsense",6.29920091288,2,"1697_1_third","3","active_ns",0,0,7
9,118.89,118.91,4,"Meat was watched by an ear.","nonsense",3.78847740398,1,"1697_1_third","3","passive_ns",1,1,7
10,128.92,128.94,1,"A king wished for a horse.","sense",3.71946802861,1,"1697_1_third","3","active_s",1,1,7
11,141.14,141.17,3,"The door was shut by wind.","sense",5.05563738893,1,"1697_1_third","3","passive_s",1,1,7
12,151.22,151.24,3,"The honey was made by a bee.","nonsense",4.3993677318,2,"1697_1_third","3","passive_s",1,0,7
12,151.22,151.24,3,"The honey was made by a bee.","sense",4.40547349389,2,"1697_1_third","3","passive_s",0,0,7
13,161.68,161.69,4,"The actor was kicked by cake.","nonsense",7.9790622896,1,"1697_1_third","3","passive_ns",1,1,7
14,172.84,172.87,2,"A pizza dropped the cousin.","nonsense",2.23106198299,1,"1697_1_third","3","active_ns",1,1,7
15,183.02,183.03,3,"A hill was climbed by the bug.","nonsense",4.7195565351,0,"1697_1_third","3","passive_s",1,0,7
16,195.2,195.21,4,"A father was spotted by the egg.","nonsense",4.19262053477,1,"1697_1_third","3","passive_ns",1,1,7
17,212.76,212.78,2,"The house chewed on the phone.","nonsense",3.74455013418,1,"1697_1_third","3","active_ns",1,1,7
18,223.41,223.43,1,"The farmer owned a broom.","sense",6.56028160867,1,"1697_1_third","3","active_s",1,1,7
19,237.03,237.05,4,"A queen was lost by a pen.","nonsense",3.71574720019,1,"1697_1_third","3","passive_ns",1,1,7
20,248.04,248.05,1,"The clerk asked a question.","nonsense",5.08502114673,0,"1697_1_third","3","active_s",1,0,7
21,258.46,258.48,3,"Bread was picked by a boy.","sense",4.69867058519,1,"1697_1_third","3","passive_s",1,1,7
22,274.9,274.91,1,"A brother opened the present.","sense",3.7692628042,1,"1697_1_third","3","active_s",1,1,7
23,289.51,289.53,4,"The bird was told by the boat.","nonsense",7.75755031436,1,"1697_1_third","3","passive_ns",1,1,7
24,303.52,303.54,2,"The zebra milked the show.","nonsense",3.57752061727,1,"1697_1_third","3","active_ns",1,1,7
25,319.75,319.77,1,"The cowboy cooked some pasta.","sense",4.48545609288,1,"1697_1_third","3","active_s",1,1,7
26,329.89,329.9,1,"A sister hugged the dancer.","sense",2.74050965511,1,"1697_1_third","3","active_s",1,1,7
27,343.4,343.41,4,"A box was walked by a duck.","nonsense",4.85549222249,1,"1697_1_third","3","passive_ns",1,1,7
28,353.98,354,2,"The tiger played a letter.","nonsense",4.25506423042,1,"1697_1_third","3","active_ns",1,1,7
29,370.82,370.84,3,"Water was splashed by a bear.","sense",3.97184110873,1,"1697_1_third","3","passive_s",1,1,7
30,382.44,382.45,4,"A clown was bought by the hen.","nonsense",2.43529899387,1,"1697_1_third","3","passive_ns",1,1,7
31,392.48,392.49,2,"The lamp wrote to the nurse.","nonsense",6.60885665427,1,"1697_1_third","3","active_ns",1,1,7
0,0,0.05,4,"A test was cooked by a bat.","nonsense",3.37561055404,2,"2167_2_third","1","passive_ns",1,0,7
0,0,0.05,4,"A test was cooked by a bat.","sense",5.90733802785,2,"2167_2_third","1","passive_ns",0,0,7
1,10.89,10.92,2,"The broom grabbed the queen.","nonsense",6.89020458351,1,"2167_2_third","1","active_ns",1,1,7
2,21.08,21.09,3,"The shot was given by a nurse.","sense",3.56827892708,1,"2167_2_third","1","passive_s",1,1,7
3,36.88,36.9,2,"A shirt chopped at the tray.","nonsense",6.45279264514,1,"2167_2_third","1","active_ns",1,1,7
4,50.82,50.84,1,"The lion roared at the meat.","nonsense",3.42296370695,0,"2167_2_third","1","active_s",1,0,7
4,50.82,50.84,1,"The lion roared at the meat.","nonsense",4.55370307298,0,"2167_2_third","1","active_s",0,0,7
5,61.13,61.14,4,"The mirror was read by a car.","nonsense",7.52917304451,1,"2167_2_third","1","passive_ns",1,1,7
6,75.94,75.96,3,"The grass was moved by wind.","sense",4.36264084922,1,"2167_2_third","1","passive_s",1,1,7
7,87.72,87.73,3,"A hand was licked by a puppy.","sense",2.9733035468,1,"2167_2_third","1","passive_s",1,1,7
7,87.72,87.73,3,"A hand was licked by a puppy.","sense",6.67823831699,1,"2167_2_third","1","passive_s",0,0,7
8,99.72,99.73,4,"A song was picked by a cat.","nonsense",5.91203754557,1,"2167_2_third","1","passive_ns",1,1,7
9,111.38,111.41,4,"The dog was raised by a spoon.","nonsense",4.25648840846,1,"2167_2_third","1","passive_ns",1,1,7
10,122.22,122.24,1,"The worker built the barn.","sense",6.29663344789,1,"2167_2_third","1","active_s",1,1,7
11,134.13,134.14,2,"The table climbed on a brother.","nonsense",7.53075035027,1,"2167_2_third","1","active_ns",1,1,7
12,146.54,146.56,2,"A game owned the doctor.","sense",7.16635715861,0,"2167_2_third","1","active_ns",1,0,7
13,158.49,158.51,3,"Tea was stirred by the aunt.","sense",4.54531079482,1,"2167_2_third","1","passive_s",1,1,7
13,158.49,158.51,3,"Tea was stirred by the aunt.","sense",7.82801045321,1,"2167_2_third","1","passive_s",0,0,7
14,169.83,169.85,1,"The chicken ate some seed.",NA,NA,4,"2167_2_third","1","active_s",1,0,7
15,179.98,179.99,1,"A woman bought a pizza.","sense",2.36664338112,1,"2167_2_third","1","active_s",1,1,7
15,179.98,179.99,1,"A woman bought a pizza.","sense",4.48255204279,1,"2167_2_third","1","active_s",0,0,7
16,190.27,190.3,2,"The actress chased the sugar.","nonsense",3.59689446197,1,"2167_2_third","1","active_ns",1,1,7
17,200.64,200.66,3,"A worm was dropped by the bird.","nonsense",4.46965701502,2,"2167_2_third","1","passive_s",1,0,7
17,200.64,200.66,3,"A worm was dropped by the bird.","sense",5.97247854319,2,"2167_2_third","1","passive_s",0,0,7
17,200.64,200.66,3,"A worm was dropped by the bird.","sense",6.28041232796,2,"2167_2_third","1","passive_s",0,0,7
17,200.64,200.66,3,"A worm was dropped by the bird.","sense",6.61566882585,2,"2167_2_third","1","passive_s",0,0,7
18,215.75,215.77,1,"The father played the movie.","sense",2.91378040522,1,"2167_2_third","1","active_s",1,1,7
19,225.84,225.85,3,"A gift was opened by a boy.","sense",7.71713834378,1,"2167_2_third","1","passive_s",1,1,7
20,235.87,235.88,1,"The sheep escaped from the wolf.","sense",3.74049685132,1,"2167_2_third","1","active_s",1,1,7
20,235.87,235.88,1,"The sheep escaped from the wolf.","sense",5.27621381818,1,"2167_2_third","1","active_s",0,0,7
21,247.77,247.79,2,"The pillow jumped at a bear.","nonsense",5.36420116496,1,"2167_2_third","1","active_ns",1,1,7
21,247.77,247.79,2,"The pillow jumped at a bear.","nonsense",7.17074216345,1,"2167_2_third","1","active_ns",0,0,7
22,257.97,257.99,3,"A pig was scared by a fox.","sense",4.52263307332,1,"2167_2_third","1","passive_s",1,1,7
22,257.97,257.99,3,"A pig was scared by a fox.","sense",5.51705086495,1,"2167_2_third","1","passive_s",0,0,7
23,268.09,268.1,3,"A wall was marked with paint.","sense",7.29118202314,1,"2167_2_third","1","passive_s",1,1,7
24,280.16,280.18,1,"The cattle listened to the bell.",NA,NA,4,"2167_2_third","1","active_s",1,0,7
25,296.87,296.88,4,"The phone was boiled by a rat.","nonsense",4.89828037321,1,"2167_2_third","1","passive_ns",1,1,7
26,312.85,312.87,2,"A ring prepared for a potato.","sense",4.44437665998,2,"2167_2_third","1","active_ns",1,0,7
26,312.85,312.87,2,"A ring prepared for a potato.","nonsense",6.91640872133,2,"2167_2_third","1","active_ns",0,0,7
26,312.85,312.87,2,"A ring prepared for a potato.","nonsense",7.31519602924,2,"2167_2_third","1","active_ns",0,0,7
26,312.85,312.87,2,"A ring prepared for a potato.","nonsense",7.63708335935,2,"2167_2_third","1","active_ns",0,0,7
26,312.85,312.87,2,"A ring prepared for a potato.","nonsense",7.98420679142,2,"2167_2_third","1","active_ns",0,0,7
27,330.61,330.64,4,"Mud was dressed by air.","sense",3.02437632809,0,"2167_2_third","1","passive_ns",1,0,7
28,343.48,343.5,1,"The baby rolled in the crib.","sense",2.47697378559,1,"2167_2_third","1","active_s",1,1,7
29,360.32,360.33,4,"Dirt was borrowed by the chalk.","sense",6.66337955935,0,"2167_2_third","1","passive_ns",1,0,7
30,370.6,370.61,2,"A plate stained a kitten.","sense",2.96139156932,2,"2167_2_third","1","active_ns",1,0,7
30,370.6,370.61,2,"A plate stained a kitten.","nonsense",4.29681994296,2,"2167_2_third","1","active_ns",0,0,7
30,370.6,370.61,2,"A plate stained a kitten.","nonsense",4.92390961627,2,"2167_2_third","1","active_ns",0,0,7
30,370.6,370.61,2,"A plate stained a kitten.","nonsense",5.19385411818,2,"2167_2_third","1","active_ns",0,0,7
30,370.6,370.61,2,"A plate stained a kitten.","nonsense",5.47884703374,2,"2167_2_third","1","active_ns",0,0,7
30,370.6,370.61,2,"A plate stained a kitten.","nonsense",5.72586370529,2,"2167_2_third","1","active_ns",0,0,7
30,370.6,370.61,2,"A plate stained a kitten.","nonsense",5.93376145542,2,"2167_2_third","1","active_ns",0,0,7
30,370.6,370.61,2,"A plate stained a kitten.","nonsense",6.16185045782,2,"2167_2_third","1","active_ns",0,0,7
30,370.6,370.61,2,"A plate stained a kitten.","nonsense",6.37683185968,2,"2167_2_third","1","active_ns",0,0,7
30,370.6,370.61,2,"A plate stained a kitten.","nonsense",7.76518374111,2,"2167_2_third","1","active_ns",0,0,7
31,381.02,381.03,4,"The hill was addressed by soap.","sense",5.97556598488,0,"2167_2_third","1","passive_ns",1,0,7
31,381.02,381.03,4,"The hill was addressed by soap.","sense",7.61975472737,0,"2167_2_third","1","passive_ns",0,0,7
0,0,0.04,1,"The child peeled the banana.","nonsense",3.55279232905,2,"2167_2_third","3","active_s",1,0,7
0,0,0.04,1,"The child peeled the banana.","sense",7.0951322416,2,"2167_2_third","3","active_s",0,0,7
1,10.16,10.18,2,"The store cooked on the grass.","nonsense",4.70372334247,1,"2167_2_third","3","active_ns",1,1,7
1,10.16,10.18,2,"The store cooked on the grass.","nonsense",6.21811388685,1,"2167_2_third","3","active_ns",0,0,7
2,25.97,26,3,"Pie was made by a cousin.","sense",5.32440461844,1,"2167_2_third","3","passive_s",1,1,7
3,40.97,40.98,3,"A fence was jumped by a horse.","sense",4.11361105821,1,"2167_2_third","3","passive_s",1,1,7
4,53.69,53.71,2,"The rabbit bought the worker.","nonsense",3.90459552301,1,"2167_2_third","3","active_ns",1,1,7
5,64.57,64.59,3,"A joke was told by the queen.","sense",4.86197389227,1,"2167_2_third","3","passive_s",1,1,7
6,75.24,75.26,4,"The woman was pulled by a nut.","nonsense",3.838579034,1,"2167_2_third","3","passive_ns",1,1,7
7,86.91,86.93,1,"A mom addressed the letter.","nonsense",3.93840565681,0,"2167_2_third","3","active_s",1,0,7
8,103.03,103.06,2,"The soup hired a cowboy.","nonsense",2.38772917755,1,"2167_2_third","3","active_ns",1,1,7
9,118.89,118.91,4,"Iron was chased by the bee.","nonsense",3.49394760279,1,"2167_2_third","3","passive_ns",1,1,7
9,118.89,118.91,4,"Iron was chased by the bee.","nonsense",4.75783931237,1,"2167_2_third","3","passive_ns",0,0,7
10,128.92,128.95,1,"The bear tasted the apple.","sense",5.5415259722,1,"2167_2_third","3","active_s",1,1,7
11,141.14,141.16,3,"The ring was owned by a dancer.","sense",3.62873968054,1,"2167_2_third","3","passive_s",1,1,7
12,151.22,151.24,3,"The book was read by a friend.","sense",5.50050179818,1,"2167_2_third","3","passive_s",1,1,7
13,161.68,161.7,4,"Sugar was moved by the sock.","nonsense",3.36716730583,1,"2167_2_third","3","passive_ns",1,1,7
14,172.84,172.86,2,"A chicken shopped at a movie.","nonsense",4.3997209686,1,"2167_2_third","3","active_ns",1,1,7
15,183.02,183.04,3,"Clay was rolled by the artist.","sense",3.0277818387,1,"2167_2_third","3","passive_s",1,1,7
16,195.2,195.22,4,"A ball was prepared by glass.","sense",3.18879346382,0,"2167_2_third","3","passive_ns",1,0,7
17,212.76,212.78,2,"The money counted the singer.","sense",5.36999080959,0,"2167_2_third","3","active_ns",1,0,7
18,223.41,223.42,1,"A nurse helped a student.","sense",4.58096019674,1,"2167_2_third","3","active_s",1,1,7
19,237.03,237.05,4,"A wolf was found by a fan.","sense",3.0666253638,0,"2167_2_third","3","passive_ns",1,0,7
20,248.04,248.06,1,"The aunt walked on the boat.","sense",3.93029351637,1,"2167_2_third","3","active_s",1,1,7
21,258.46,258.48,3,"Meat was eaten by a lion.","sense",2.68110409823,1,"2167_2_third","3","passive_s",1,1,7
22,274.9,274.92,1,"A driver honked at the walker.","sense",4.32525411929,1,"2167_2_third","3","active_s",1,1,7
23,289.51,289.53,4,"The mouse was graded by a flag.","sense",3.25954700664,0,"2167_2_third","3","passive_ns",1,0,7
24,303.52,303.54,2,"The puppy scored a dress.","nonsense",3.1749944091,1,"2167_2_third","3","active_ns",1,1,7
25,319.75,319.76,1,"A tree was planted in dirt.","sense",3.92566037825,1,"2167_2_third","3","active_s",1,1,7
26,329.89,329.91,1,"A family baked some bread.","sense",2.49053260937,1,"2167_2_third","3","active_s",1,1,7
27,343.4,343.42,4,"The mat was raced by a fox.","nonsense",5.15944972891,1,"2167_2_third","3","passive_ns",1,1,7
28,353.98,354,2,"A candle sold the question.","sense",4.67061888705,0,"2167_2_third","3","active_ns",1,0,7
29,370.82,370.84,3,"The spoon was waved by a cook.","sense",4.10881987342,1,"2167_2_third","3","passive_s",1,1,7
30,382.44,382.47,4,"A card was scared by a baby.","nonsense",5.68149328815,1,"2167_2_third","3","passive_ns",1,1,7
31,392.48,392.5,2,"The fork called to a sister.","nonsense",3.5734095171,1,"2167_2_third","3","active_ns",1,1,7
0,0,0.05,1,"A cousin wanted a pillow.","sense",4.91726981704,1,"2416_1_third","1","active_s",1,1,7
1,10.16,10.17,2,"The woman scared the paper.","nonsense",4.08375591396,1,"2416_1_third","1","active_ns",1,1,7
2,25.97,25.98,3,"A home was entered by the men.","sense",7.76573426297,1,"2416_1_third","1","passive_s",1,1,7
3,40.97,40.99,3,"The plum was tasted by a bear.","nonsense",6.48138156008,0,"2416_1_third","1","passive_s",1,0,7
4,53.69,53.71,2,"The barn barked at the driver.","nonsense",6.81129631693,1,"2416_1_third","1","active_ns",1,1,7
5,64.57,64.59,3,"A song was sung by the cowboy.","sense",3.94241247504,1,"2416_1_third","1","passive_s",1,1,7
5,64.57,64.59,3,"A song was sung by the cowboy.","sense",7.10940748626,1,"2416_1_third","1","passive_s",0,0,7
6,75.24,75.26,4,"A chicken was asked by a bell.","nonsense",3.75560813283,1,"2416_1_third","1","passive_ns",1,1,7
7,86.91,86.93,1,"The actress watched a show.","sense",5.29970073627,1,"2416_1_third","1","active_s",1,1,7
8,103.03,103.05,2,"The key opened the carrot.","nonsense",6.29777294678,1,"2416_1_third","1","active_ns",1,1,7
9,118.89,118.91,4,"Pizza was used by a book.","nonsense",6.4876932037,1,"2416_1_third","1","passive_ns",1,1,7
10,128.92,128.93,1,"A raccoon scratched at the box.",NA,NA,4,"2416_1_third","1","active_s",1,0,7
11,141.14,141.17,3,"The car was chased by a dog.","sense",3.79839526046,1,"2416_1_third","1","passive_s",1,1,7
12,151.22,151.24,3,"A rope was pulled by the ape.","sense",4.85758539131,1,"2416_1_third","1","passive_s",1,1,7
13,161.68,161.69,4,"A horse was peeled by salt.","nonsense",6.44984507353,1,"2416_1_third","1","passive_ns",1,1,7
14,172.84,172.85,2,"A boat raced in the library.","nonsense",4.77325892437,1,"2416_1_third","1","active_ns",1,1,7
15,183.02,183.03,3,"The movie was played by dad.","sense",3.86070881331,1,"2416_1_third","1","passive_s",1,1,7
16,195.2,195.21,4,"The soup was caught by a ring.","nonsense",5.27131770081,1,"2416_1_third","1","passive_ns",1,1,7
17,212.76,212.78,2,"The sock listened to the pig.","nonsense",4.74132810827,1,"2416_1_third","1","active_ns",1,1,7
18,223.41,223.43,1,"A clown let go of a balloon.","sense",4.08398271272,1,"2416_1_third","1","active_s",1,1,7
19,237.03,237.05,4,"The boy was owned by a lamp.","nonsense",5.53797851971,1,"2416_1_third","1","passive_ns",1,1,7
20,248.04,248.05,1,"A falcon grabbed the egg.","sense",5.54569283861,1,"2416_1_third","1","active_s",1,1,7
21,258.46,258.47,3,"The test was read by a teacher.","sense",4.10844655491,1,"2416_1_third","1","passive_s",1,1,7
22,274.9,274.92,1,"The mother carried a cake.","sense",3.39244167439,1,"2416_1_third","1","active_s",1,1,7
23,289.51,289.52,4,"A table was planted by a kid.","nonsense",7.50858279222,1,"2416_1_third","1","passive_ns",1,1,7
24,303.52,303.55,2,"The flag roared at a flower.","nonsense",7.87094123067,1,"2416_1_third","1","active_ns",1,1,7
25,319.75,319.77,1,"A girl kicked the ball.","nonsense",6.47147985798,0,"2416_1_third","1","active_s",1,0,7
26,329.89,329.9,1,"The baker stirred the spoon.",NA,NA,4,"2416_1_third","1","active_s",1,0,7
27,343.4,343.42,4,"The door was eaten by a pot.","nonsense",5.88744617481,1,"2416_1_third","1","passive_ns",1,1,7
28,353.98,353.99,2,"A goat graded the mirror.","nonsense",6.37938731144,1,"2416_1_third","1","active_ns",1,1,7
29,370.82,370.84,3,"Seed was pecked by a hen.",NA,NA,4,"2416_1_third","1","passive_s",1,0,7
30,382.44,382.45,4,"A king was chewed by a tree.","nonsense",4.07356814513,1,"2416_1_third","1","passive_ns",1,1,7
31,392.48,392.51,2,"The banana lost the worm.","nonsense",5.44630361479,1,"2416_1_third","1","active_ns",1,1,7
0,0,0.04,4,"Pasta was waved by a fish.","nonsense",5.75199041597,1,"2416_1_third","2","passive_ns",1,1,7
1,10.89,10.91,2,"A joke hugged the dragon.","nonsense",4.6979234084,1,"2416_1_third","2","active_ns",1,1,7
1,10.89,10.91,2,"A joke hugged the dragon.","nonsense",6.88797286949,1,"2416_1_third","2","active_ns",0,0,7
2,21.08,21.1,3,"A phone was used by a doctor.","sense",6.35564811895,1,"2416_1_third","2","passive_s",1,1,7
3,36.88,36.9,2,"The ear dressed a student.","nonsense",7.00909131139,1,"2416_1_third","2","active_ns",1,1,7
4,50.82,50.84,1,"A fly entered the house.","sense",4.74932414759,1,"2416_1_third","2","active_s",1,1,7
5,61.13,61.16,4,"A cup was cut by the pillow.","nonsense",7.15075558759,1,"2416_1_third","2","passive_ns",1,1,7
6,75.94,75.96,3,"Pizza was cooked by the man.",NA,NA,4,"2416_1_third","2","passive_s",1,0,7
7,87.72,87.74,3,"The show was seen by a child.","sense",5.87921029777,1,"2416_1_third","2","passive_s",1,1,7
8,99.72,99.73,4,"A chair was tasted by a frame.","nonsense",4.90254765342,1,"2416_1_third","2","passive_ns",1,1,7
9,111.38,111.41,4,"Bread was scratched by a tray.",NA,NA,4,"2416_1_third","2","passive_ns",1,0,7
10,122.22,122.23,1,"A mouse chewed on the cheese.","sense",3.43659236044,1,"2416_1_third","2","active_s",1,1,7
11,134.13,134.15,2,"The couch sang to the duck.","sense",6.33118743772,0,"2416_1_third","2","active_ns",1,0,7
12,146.54,146.56,2,"The iron borrowed a teacher.","nonsense",6.9189316909,1,"2416_1_third","2","active_ns",1,1,7
13,158.49,158.5,3,"A cat was saved by a king.","sense",4.03342673965,1,"2416_1_third","2","passive_s",1,1,7
14,169.83,169.85,1,"The queen planted a flower.","nonsense",5.07466499768,0,"2416_1_third","2","active_s",1,0,7
15,179.98,179.99,1,"The uncle put sugar in the tea.","sense",6.07205720702,1,"2416_1_third","2","active_s",1,1,7
16,190.27,190.3,2,"A basement won the family.","nonsense",5.1144381515,1,"2416_1_third","2","active_ns",1,1,7
17,200.64,200.66,3,"Soup was served by a woman.","nonsense",4.73464860811,0,"2416_1_third","2","passive_s",1,0,7
18,215.75,215.77,1,"A bird dropped the worm.","sense",6.39250884476,1,"2416_1_third","2","active_s",1,1,7
19,225.84,225.85,3,"A rug was rolled by the actor.","nonsense",4.65567403881,0,"2416_1_third","2","passive_s",1,0,7
20,235.87,235.88,1,"The boy cleared off the table.","sense",4.93266052334,1,"2416_1_third","2","active_s",1,1,7
20,235.87,235.88,1,"The boy cleared off the table.","sense",7.9306857146,1,"2416_1_third","2","active_s",0,0,7
21,247.77,247.78,2,"A hen carried the dancer.","nonsense",6.87222853097,1,"2416_1_third","2","active_ns",1,1,7
22,257.97,257.99,3,"The lamp was bought by the sister.","sense",6.3996130987,1,"2416_1_third","2","passive_s",1,1,7
23,268.09,268.1,3,"The shirt was stained by mud.","sense",6.04612984111,1,"2416_1_third","2","passive_s",1,1,7
24,280.16,280.18,1,"A tiger scared the zebra.","sense",3.67559558383,1,"2416_1_third","2","active_s",1,1,7
25,296.87,296.88,4,"The girl was told by a fork.","nonsense",6.28832523733,1,"2416_1_third","2","passive_ns",1,1,7
26,312.85,312.87,2,"A fence walked to the mother.","nonsense",5.72778774797,1,"2416_1_third","2","active_ns",1,1,7
27,330.61,330.63,4,"A rope was sold by the frog.","nonsense",5.32711770382,1,"2416_1_third","2","passive_ns",1,1,7
28,343.48,343.51,1,"The banker counted the money.","sense",5.90522735588,1,"2416_1_third","2","active_s",1,1,7
28,343.48,343.51,1,"The banker counted the money.","sense",6.63128882546,1,"2416_1_third","2","active_s",0,0,7
29,360.32,360.33,4,"Pie was raised by the letter.","sense",7.41508598992,0,"2416_1_third","2","passive_ns",1,0,7
30,370.6,370.61,2,"The snake asked for the father.","nonsense",6.04920900968,1,"2416_1_third","2","active_ns",1,1,7
31,381.02,381.03,4,"Fire was licked by a banana.","nonsense",6.83945492434,1,"2416_1_third","2","passive_ns",1,1,7
0,0,0.05,2,"A pillow scratched the fish.","nonsense",3.08160251107,1,"2416_1_third","3","active_ns",1,1,7
0,0,0.05,2,"A pillow scratched the fish.","nonsense",7.18598130767,1,"2416_1_third","3","active_ns",0,0,7
1,10.72,10.74,3,"A broom was sold by a farmer.","sense",3.99428656774,1,"2416_1_third","3","passive_s",1,1,7
2,21.39,21.41,4,"The dragon was won by clay.","nonsense",6.40055071797,1,"2416_1_third","3","passive_ns",1,1,7
3,38.56,38.59,1,"The monkey climbed a tree.","sense",3.57895757915,1,"2416_1_third","3","active_s",1,1,7
4,54.45,54.46,4,"A man was scored by wind.","nonsense",4.98484715581,1,"2416_1_third","3","passive_ns",1,1,7
5,64.83,64.84,1,"The rabbit jumped in the grass.","sense",5.01561078803,1,"2416_1_third","3","active_s",1,1,7
6,80.32,80.33,4,"A flower was milked by a bear.","nonsense",6.02596055598,1,"2416_1_third","3","passive_ns",1,1,7
7,90.96,90.99,2,"A chicken shopped at a movie.","nonsense",4.92356051931,1,"2416_1_third","3","active_ns",1,1,7
8,106.1,106.11,2,"The apple watched a king.","nonsense",5.19893175412,1,"2416_1_third","3","active_ns",1,1,7
9,116.71,116.72,1,"The actor pulled on a rope.","sense",4.71540469355,1,"2416_1_third","3","active_s",1,1,7
10,131.58,131.6,1,"A cowgirl caught a snake.","sense",4.13904739778,1,"2416_1_third","3","active_s",1,1,7
11,143.41,143.43,4,"The bug was cooked by a key.","nonsense",6.58667980045,1,"2416_1_third","3","passive_ns",1,1,7
12,154.13,154.15,4,"Seed was raised by the rug.","nonsense",7.71748578952,1,"2416_1_third","3","passive_ns",1,1,7
13,164.48,164.5,3,"A box was cut by the worker.","sense",5.70043478982,1,"2416_1_third","3","passive_s",1,1,7
14,182.42,182.43,1,"The doctor used the phone.","sense",4.79270948659,1,"2416_1_third","3","active_s",1,1,7
15,193.7,193.71,2,"A piano planted a brother.","nonsense",6.16476297949,1,"2416_1_third","3","active_ns",1,1,7
16,206.11,206.12,4,"The pig was hugged by a joke.",NA,NA,4,"2416_1_third","3","passive_ns",1,0,7
17,223.68,223.7,3,"A cake was baked by mom.","sense",3.73601256165,1,"2416_1_third","3","passive_s",1,1,7
18,234.74,234.77,3,"The egg was laid by the duck.","sense",5.01959280534,1,"2416_1_third","3","passive_s",1,1,7
19,250.08,250.08,2,"A present picked the raccoon.",NA,NA,4,"2416_1_third","3","active_ns",1,0,7
20,260.45,260.47,3,"A fork was found by the kid.","sense",3.76807021121,1,"2416_1_third","3","passive_s",1,1,7
21,270.85,270.88,1,"The dog chased the car.","sense",3.79792151182,1,"2416_1_third","3","active_s",1,1,7
21,270.85,270.88,1,"The dog chased the car.","sense",7.52835932826,1,"2416_1_third","3","active_s",0,0,7
22,280.9,280.92,3,"The sock was worn by a baby.",NA,NA,4,"2416_1_third","3","passive_s",1,0,7
23,293.63,293.65,2,"The bucket told a horse.","nonsense",3.96481695285,1,"2416_1_third","3","active_ns",1,1,7
24,304.11,304.13,4,"A couch was saved by a plum.","nonsense",6.85628900326,1,"2416_1_third","3","passive_ns",1,1,7
25,314.89,314.91,1,"A teacher graded a paper.","sense",3.11998365785,1,"2416_1_third","3","active_s",1,1,7
26,325.02,325.04,3,"The ball was kicked by a girl.","sense",5.10518286539,1,"2416_1_third","3","passive_s",1,1,7
27,339.56,339.59,2,"The chalk wanted a child.",NA,NA,4,"2416_1_third","3","active_ns",1,0,7
28,350.98,351,1,"A turtle crawled to the water.","sense",6.14986617292,1,"2416_1_third","3","active_s",1,1,7
29,368.12,368.14,4,"A hand was built by the ant.","nonsense",4.06402165573,1,"2416_1_third","3","passive_ns",1,1,7
30,380.08,380.1,3,"Cheese was chewed by a rat.","sense",4.64950463831,1,"2416_1_third","3","passive_s",1,1,7
31,395.78,395.79,2,"The bread heard a camel.","sense",4.70321050639,0,"2416_1_third","3","active_ns",1,0,7
0,0,0.05,1,"A cousin wanted a pillow.","sense",3.15859762583,1,"2479_1_third","1","active_s",1,1,7
1,10.16,10.17,2,"The woman scared the paper.","sense",3.60950654864,0,"2479_1_third","1","active_ns",1,0,7
